location,location_id,gtfs_stop_name,stop_lat,stop_lon,match_type
EGLINTON W GLEHOL,16839,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
MARRYHILL,16843,,,,unmatched
PRINESS GATE LOOP,16844,Centenary Hospital Loop at Neilson Rd,43.78123,-79.204142,fuzzy_WRatio_high
REGAN PARK AND SHEPPARD,16845,Park Rd (Zoo) at Kirkhams Rd East Side,43.81813,-79.175121,fuzzy_86
BA AND GRINWIN VILLAGE,16850,Village Gate at Steeles Ave West,43.792558,-79.440731,fuzzy_86
BATHURST STATION STATON,16852,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
FINCH STATION AND HUMBER LINE,16853,Humber College Blvd at Lynmont Rd,43.731799,-79.596075,fuzzy_86
CHURC AND VICTORY CRES,16854,Lawrence Ave West at Brucewood Cres,43.71859,-79.432803,fuzzy_86
MAR AND SHEPPARD E,16855,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
BLOOR AND MARKDALE,16856,Dundas St West at Bloor St West,43.6561,-79.45233,fuzzy_86
LAWRENCE STATION RT,16857,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
LESLIE AND MARSHFIEL,16860,,,,unmatched
DON MILLS AND HAVEN,16862,Don Mills Rd at Esterbrooke Ave,43.779239,-79.348996,fuzzy_86
CULVER AND STAINES,16863,Staines Rd at Seasons Dr South Side,43.830149,-79.223612,fuzzy_86
EASTVA AND STEELES,16864,Markham Rd at Steeles Ave East,43.836408,-79.250894,fuzzy_86
HOWDEN,16865,Lawrence Ave East at Howden Rd,43.746988,-79.287822,fuzzy_90
DRIFTWOOD AND YEWT,16866,Driftwood Ave at Finch Ave West,43.757895,-79.513233,fuzzy_86
AEROWOOD AND DIXIE,16867,,,,unmatched
FINCH STATION FINCH STATION AND KEELE,16868,Keele St at Rogers Rd North Side,43.682632,-79.471716,fuzzy_86
RANFOTH STATION,16869,Renforth Station,43.66359,-79.590572,fuzzy_80
EXHIBITION LOOP MANIT,16871,Exhibition Loop,43.636331,-79.415373,fuzzy_TokenSet_high
LAWRENCE AND WAYNE EA,16873,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
DAVISVILLE AND YON,16876,Davisville Station at Bus Bay 5,43.69763,-79.396868,fuzzy_87
DON MILLS AND GREEN,16879,Don Mills Rd at Esterbrooke Ave,43.779239,-79.348996,fuzzy_86
BRANDON AND DUPONT,16881,Dufferin St at Dupont St South Side,43.668082,-79.43895,fuzzy_86
COMSTOCK AND LEBOVIC,16883,,,,unmatched
NORN CRES,16884,Steeles Ave East at Walkway to Norn Cres,43.832317,-79.270029,fuzzy_90
EMMET AND JANE STATION,16885,Eglinton Ave West at Jane St East Side,43.68452,-79.498076,fuzzy_86
BURWICK AND DUPLEX,16886,,,,unmatched
JOHN GARLAND KIPLING STATION,16887,John Garland Blvd at Martin Grove Rd West Side,43.732009,-79.589827,fuzzy_86
JANE STATION TO,16890,Wilson Ave at Jane St,43.721071,-79.508391,fuzzy_86
BAYVIEW AND SUNNYD,16891,Bayview Ave at Steeles Ave East South Side,43.802654,-79.39615,fuzzy_86
DOLLY AND ELLESMERE,16892,Ellesmere Rd at Pharmacy Ave,43.758847,-79.310443,fuzzy_86
CLARKSON,16894,,,,unmatched
ENTERPR AND WARDEN,16896,Warden Ave at Apple Creek Blvd,43.860065,-79.33516,fuzzy_86
CALEDONIA AND LAWRE,16898,Caledonia Rd at Summit Ave South Side,43.686437,-79.459522,fuzzy_86
DUFFERIN AND ST,16899,Dufferin St at St Clair Ave West,43.677768,-79.442907,fuzzy_86
ROSSED AND STEELES,16901,Steeles Ave West at Jane St West Side,43.775471,-79.522085,fuzzy_86
DUND AND OSSINGTON,16902,Ossington Ave at Dundas St West,43.649438,-79.420865,intersection_exact
BATHURST AND NEPTUN,16904,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
BRIMLEY AND FINCH STATION E,16905,Finch Ave East at Brimley Rd,43.805534,-79.277614,intersection_exact
KIPLING STATION LOOP AND LAKESH,16911,Kipling Ave at Birmingham St,43.600828,-79.518202,fuzzy_86
MCCOWAN STATION AND TRITION,16914,McCowan Rd at Triton Rd,43.775532,-79.252861,fuzzy_95
BROADVIEW STATION AND QUEEN STATION ST E,16915,Commissioners St at Bouchette St East Side,43.650779,-79.339548,fuzzy_86
SAULTRER AND VILLIERS,16917,,,,unmatched
METR AND VILLEGE GREEN,16918,,,,unmatched
MORNINGSIDE AND OLD F,16919,Morningside Ave at Sewells Rd North Side,43.816633,-79.21143,fuzzy_86
DORMIN AND ELLESMERE,16922,Ellesmere Rd at Pharmacy Ave,43.758847,-79.310443,fuzzy_86
DON MILLS AND YORK M,16923,Don Mills Rd at Lawrence Ave East,43.736801,-79.34314,fuzzy_86
DRIFTWOOD AND GRAND,16924,Driftwood Ave at Finch Ave West,43.757895,-79.513233,fuzzy_86
HWY 4 AND KINGSTON,16926,Kingston Rd at Ellesmere Rd,43.793758,-79.154476,fuzzy_86
HARBO AND QUEEN STATION S PARK,16927,Wellesley St West at Queen's Park Cres East East Side,43.663633,-79.390156,fuzzy_86
ARMADALE AND JANE,16928,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
WILSON STATION WI AND YONGE,16929,Wilson Ave at Highview Ave East Side,43.723322,-79.496337,fuzzy_86
MART AND STEELES W,16930,Steeles Ave West at Murray Ross Pkwy East Side,43.776344,-79.516416,fuzzy_86
BERTRAND AND EGLINTON,16931,Warden Ave at Eglinton Ave East,43.727494,-79.287359,fuzzy_86
YORK MILLS STATION BUS TERMINAL,16932,Yonge St at York Mills Rd North Side - York Mills Station,43.744863,-79.40666,fuzzy_86
DANFORTH A AND PAPE,16933,Pape Ave at Danforth Ave,43.679055,-79.344994,fuzzy_89
CHATTERTON,16934,,,,unmatched
ELLESMERE AND MORNI,16937,Ellesmere Rd at Pharmacy Ave,43.758847,-79.310443,fuzzy_86
EGLINTON W AND GLE,16938,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
MCROBERTS AND ST CLAIR,16939,Lansdowne Ave at St. Clair Ave West South Side,43.675956,-79.45052,fuzzy_86
FINCH STATION W STATON,16940,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
SHEPPARD W AND W,16942,Sheppard Ave West at Jane St,43.73919,-79.513494,fuzzy_95
OLD AND VICTORIA PARK,16943,Victoria Park Station at Bus Bay 5,43.694476,-79.288705,fuzzy_88
GLENHU AND OAKWOOD,16944,Oakwood Ave at Conway Ave North Side,43.682962,-79.436877,fuzzy_86
DON M AND SHEPPARD,16945,Don Mills Rd at Lawrence Ave East,43.736801,-79.34314,fuzzy_86
MICHAEL POWERS SCHOOL,16947,Coxwell Ave at Mortimer Ave - Michael Garron Hospital,43.690745,-79.326731,fuzzy_WRatio_high
MORNINGSIDE AND TA,16948,Morningside Ave at Tams Rd,43.791907,-79.195301,fuzzy_86
PAPE STATION AV,16955,Pape Ave at Donlands Ave,43.696916,-79.349173,fuzzy_90
BERKHAM,16957,Main St Markham North at Ramona Blvd - Markham GO Station,43.88287,-79.261889,fuzzy_WRatio_medium
MCCOWAN STATION LOOP AND ST,16959,McCowan Rd at Bridley Dr,43.814517,-79.270578,fuzzy_86
FINCH STATION A AND KENNEDY,16960,Finch Ave East at Tollerton Ave,43.786413,-79.386577,fuzzy_86
HIGHLAND OAK AND KINGS,16961,Highland Creek Overpass at Kingston Rd,43.784451,-79.168491,fuzzy_86
GUILDWOOD AND PRI,16962,Guildwood Pkwy at Navarre Cres,43.749505,-79.190293,fuzzy_86
KEELE AND LAWRENCE STATION A,16963,Keele St at Eglinton Ave West,43.689975,-79.474862,fuzzy_86
DUNCANW AND FINCH STATION W,16964,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
BATHURST AND GREENWI,16965,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
FINCH STATION AV AND NEILSON,16967,Neilson Rd at Finch Ave East,43.81611,-79.227271,intersection_exact
OPPOSITE OF LESMI,16969,University of Toronto Scarborough,43.784547,-79.184915,fuzzy_86
KINGSTON AND ST CLA,16970,Kingston Rd at Fenwood Heights West Side,43.727383,-79.230088,fuzzy_86
2 20 FINCH STATION E,16971,Finch Station at Bus Bay 2,43.780619,-79.414857,fuzzy_95
GAT AND SHEPPARD E,16973,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
FINCH STATION E AND WAR,16974,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
BURTON,16975,Bathurst St at Burton Rd,43.691765,-79.421687,fuzzy_90
WORKMAN WAY,16977,Broadview Ave at Jack Layton Way,43.666481,-79.353132,fuzzy_WRatio_high
RENFORTH STATION TRANSITWAY,16985,Renforth Station,43.66359,-79.590572,fuzzy_90
QMG6 8P,16986,,,,unmatched
EGLINTON W AND JAN,16987,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
DOUGLAS AND MACLENNAN,16992,,,,unmatched
QUEEN STATION AND SHORECLIFFE,16993,North Queen St at Index Rd West Side,43.619313,-79.555066,fuzzy_86
DUNDAS STATION W AND ISLING,16995,Dundas West Station at Bus Bay 2,43.656975,-79.453099,fuzzy_87
EASTERN AND LARCHMOUNT,16996,Carlaw Ave at Eastern Ave North Side,43.658753,-79.339024,fuzzy_86
GERTRUDE PLAC AND PAPE,16998,Riverdale Ave at Pape Ave West Side,43.671147,-79.342275,fuzzy_86
DENTO AND VICTORIA PARK,16999,Victoria Park Station at Bus Bay 4,43.694329,-79.288637,fuzzy_88
KEELE AND PAXTONIA BLV,17001,Keele St at Rogers Rd North Side,43.682632,-79.471716,fuzzy_86
JET AND SILVER DART,17002,Airport Rd at Silver Dart Dr,43.695107,-79.631147,fuzzy_86
RENFORTH STATION AND WESTON,17004,Renforth Station,43.66359,-79.590572,fuzzy_90
HWY 427 S,17010,Dundas St West at Highway 427,43.628813,-79.555162,fuzzy_86
AYLESFORD AND KINGSTON,17012,Kingston Rd at Fenwood Heights West Side,43.727383,-79.230088,fuzzy_86
BAYVIEW AND LAURALEAF,17013,Steeles Ave East at Bayview Ave,43.802916,-79.39735,fuzzy_86
KENNHATCH,17017,McCowan Rd at Kenhatch Blvd,43.801324,-79.263574,fuzzy_80
COXWELL AND SCARLETT R,17019,Scarlett Rd at Edinborough Crt North Side,43.672596,-79.503958,fuzzy_86
WARDEN STATION ND STEELES,17021,Warden Ave at Apple Creek Blvd,43.860065,-79.33516,fuzzy_86
MEADOWACR AND VICTORIA,17022,Victoria Park Ave at Amsterdam Ave,43.715142,-79.298512,fuzzy_86
MA AND WESTHUMBER,17024,Westhumber Blvd at Martin Grove Rd North Side,43.726355,-79.586705,fuzzy_86
EGLINTON AV W,17025,King St West at Sudbury St,43.640853,-79.417479,fuzzy_86
3 CONCORDE PL,17026,Concorde Pl at Concorde Gate South Side,43.729085,-79.328506,geo_54m
DUFFERIN AND JANE STATION OS,17029,Dufferin St at St Clair Ave West,43.677768,-79.442907,fuzzy_86
EGLINTON E AND FAL,17031,Eglinton Ave East at Bellamy Rd North West Side - Eglinton G,43.740238,-79.232608,fuzzy_86
BATHURST AND YORKVIE,17033,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
PARK HOME AND YONGE,17034,Yonge St at Park Home Ave,43.769422,-79.413082,intersection_exact
FLUELL AND HUNTINGWOOD,17036,,,,unmatched
PIONEER VILLAGAE STATI,17038,Pioneer Village Station Bus Bay 6,43.776939,-79.509883,fuzzy_91
KING STATION AND OSSINGTON,17040,Ossington Ave at Leeds St South Side,43.663872,-79.426518,fuzzy_86
FINCH AND YORK GATE W,17042,Finch Ave West at York Gate Blvd,43.756776,-79.52119,intersection_exact
CLOCK AND DON MILLS,17043,Don Mills Rd at Esterbrooke Ave,43.779239,-79.348996,fuzzy_86
ATTWEL AND DISCO,17044,Disco Rd at Carlingview Dr East Side,43.69981,-79.600769,fuzzy_86
LAWRENCE STATION AND PINR,17046,,,,unmatched
EGLINTON AND REDPATH A,17047,Eglinton Ave West at Keele St/Trethewey Dr,43.689983,-79.475291,fuzzy_86
LAKESHORE W AND N,17048,John Garland Blvd at Martin Grove Rd West Side,43.732009,-79.589827,fuzzy_86
BATHURST AND YORKDOWN,17049,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
CASTL AND HENRIETTA,17050,Castleton Ave at Henrietta St,43.670487,-79.486567,fuzzy_86
BAT AND FISHERVILLE,17051,Fisherville Rd at Bathurst St West Side,43.79026,-79.446185,fuzzy_86
EXBITION LOOP,17054,Exhibition Loop,43.636331,-79.415373,fuzzy_WRatio_high
EGLINTON AND KENNEDY STATION S,17056,Eglinton Ave East at Kennedy Station,43.732292,-79.267117,fuzzy_89
GREENWIND AND REGATTA,17057,Greenwin Village Rd at Regatta Cres,43.791195,-79.442929,fuzzy_86
AT S AND LAWRENCE STATION E,17058,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
ROUGE GO,17060,Sheppard Ave East at Reidmount Ave - Agincourt GO Station,43.784251,-79.284671,fuzzy_86
FINCH STATION W AND HIGHWA,17062,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
DANFORTH AND OSSINGTON,17063,Ossington Ave at Leeds St South Side,43.663872,-79.426518,fuzzy_86
KIPLING AND SUNVALE,17066,Kipling Ave at Genthorn Ave North Side,43.723684,-79.57228,fuzzy_86
HUMBER AND SILVER BELLS,17068,Humber College Blvd at Lynmont Rd,43.731799,-79.596075,fuzzy_86
EASTWICK AND EVANS,17069,Evans Ave at Eastwick Rd,43.617617,-79.515524,intersection_exact
BATHURST AND GREEWIN V,17072,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
EGLINTON AND RUMESY,17073,,,,unmatched
IAN MACDONALAD AND VAN,17074,,,,unmatched
WOODBINE STATION CASION,17075,Woodbine,43.686546,-79.312683,fuzzy_TokenSet_high
HA AND HUMBERWOOD BVLD,17076,,,,unmatched
401 N YORK,17077,Steeles Ave West at Founders Rd - York University,43.779428,-79.504234,fuzzy_86
FINCH STATION AND TANGIESR,17082,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
MATTARI CT,17083,Le Page Crt at Keele St East Side,43.758093,-79.488998,fuzzy_WRatio_high
CUMER AND YONGE,17086,Yonge St at Steeles Ave West South Side,43.79729,-79.42005,fuzzy_86
LIBERTY AND LUNN WILLI,17087,East Liberty St at Pirandello St West Side,43.638634,-79.414425,fuzzy_86
CONARCHER AND STEELES,17088,Steeles Ave East at Tarbert Rd,43.804084,-79.392106,fuzzy_86
PARKVIEW AND YONGE,17089,Yonge St at Front St West,43.646785,-79.377161,fuzzy_86
KINGSTON AND W HILL,17090,Kingston Rd at Galloway Rd West Side,43.761802,-79.195118,fuzzy_86
JANE AND WILLIAM CRA,17091,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
ISLINGTON AND QUEEN STATION,17092,Islington Ave at The Queensway North Side,43.624047,-79.514742,fuzzy_86
KIPLING STATION LOOP AND LAKESHO,17094,Kipling Ave at Birmingham St,43.600828,-79.518202,fuzzy_86
STEELES W AND THUR,17099,Steeles Ave West at Murray Ross Pkwy East Side,43.776344,-79.516416,fuzzy_86
HUMBER AND WINDWOOD,17100,Humber College Blvd at Lynmont Rd,43.731799,-79.596075,fuzzy_86
KING STATION AND MEADOWVALE,17102,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
OPPOSITE 1700 WILSON STATION A,17104,Opposite 1700 Wilson Ave - Sheridan Mall,43.720358,-79.510855,fuzzy_90
OLD WESTON ANBD STE,17107,Weston Rd at Fenmar Dr South Side,43.756921,-79.543747,fuzzy_86
STEELES W LOOP AT,17108,Steeles Ave West at Murray Ross Pkwy East Side,43.776344,-79.516416,fuzzy_90
MC MCCOWAN AND MILLIKEN,17109,McCowan Rd at Steeles Ave East North Side,43.83177,-79.2752,fuzzy_86
DRIFTWOOD AND LASKAY C,17110,Driftwood Ave at Finch Ave West,43.757895,-79.513233,fuzzy_86
EARLSCOURT LOOP AND ST,17111,Lansdowne Ave at Bloor St West,43.658219,-79.442624,fuzzy_86
STEELES AMD JEWELL,17112,Steeles Ave East at Tarbert Rd,43.804084,-79.392106,fuzzy_86
JANE AND SHEPPARD AV,17115,Jane St at Sheppard Ave West,43.739207,-79.512969,intersection_exact
JANE AND LAWRENCE STATION AV,17116,Jane St at Lawrence Ave West,43.703114,-79.503968,intersection_exact
EDINBOROUG AND SCARLETT,17117,Scarlett Rd at Edinborough Crt North Side,43.672596,-79.503958,fuzzy_86
AND JANE STATION AND TRETHEWEY,17118,Eglinton Ave West at Jane St East Side,43.68452,-79.498076,fuzzy_86
MORNIN AND SHEPPARD,17119,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
TORYORK D AND WESTON,17121,,,,unmatched
YORK AND YORK MILLS,17122,York Mills Rd at Leslie St,43.752788,-79.360218,fuzzy_95
SCARBOROUGH BUS TERMIN,17123,University of Toronto Scarborough,43.784547,-79.184915,fuzzy_86
FRESHMEAD AND TOWNSENT,17125,,,,unmatched
TERMINAL 1 PEARSON A,17128,Airport Rd at Highway 427 Overpass West Side,43.686436,-79.602317,fuzzy_86
TANJOE CRES,17130,Steeles Ave West at Walkway to Cathy Jean Cres,43.759309,-79.592962,fuzzy_86
AND MABERLY,17132,East Ave at Maberley Cres (North),43.785051,-79.133342,global_fuzzy_77
FENMAR AND KENHAR,17134,Fenmar Dr at Kenhar Dr,43.759817,-79.549314,intersection_exact
BRSDSTOCK AND WESTON,17137,Bradstock Rd at Weston Rd East Side,43.739021,-79.538944,fuzzy_86
SEDNEY BELS AND WESTON,17140,Weston Rd at Gunns Rd South Side,43.675541,-79.470205,fuzzy_86
EGLINTON W STATIONQ,17141,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_80
PALM AND STEELES,17142,Steeles Ave West at Jane St West Side,43.775471,-79.522085,fuzzy_86
DRAON ALL AND DUFFERIN,17143,Dufferin St at St Clair Ave West,43.677768,-79.442907,fuzzy_86
STAR SPRAY,17144,Starspray Loop at Lawrence Ave East,43.788634,-79.123111,fuzzy_81
MAPLE BU AND WESTON,17145,Weston Rd at Gunns Rd South Side,43.675541,-79.470205,fuzzy_86
MALERN GARAGE,17148,,,,unmatched
KINGSTON AND RESTHA,17149,Kingston Rd at Fenwood Heights West Side,43.727383,-79.230088,fuzzy_86
EGLINTON AND MARLEE AV,17150,Eglinton Ave West at Marlee Ave,43.698127,-79.439204,intersection_exact
KNOB HIL AND WESTON,17153,Weston Rd at Eglinton Ave West,43.686813,-79.489029,fuzzy_86
DUNDAS STATION W AND GILMOR,17155,Dundas West Station at Bus Bay 2,43.656975,-79.453099,fuzzy_87
ATLANTIC AND KING STATION S,17156,Shaw St at King St West North Side,43.641791,-79.415057,fuzzy_86
ORTON PARK AND THORNBE,17159,Lawrence Ave East at Orton Park Rd,43.763877,-79.205766,fuzzy_86
BATHURST STATION AQND INVERMAY,17160,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
BATHURST AND FISHERV,17161,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
DEAN AND WARDEN,17162,Warden Ave at Apple Creek Blvd,43.860065,-79.33516,fuzzy_86
JOHN ST W AND KING STATION ST W,17163,Commissioners St at Bouchette St East Side,43.650779,-79.339548,fuzzy_86
FALSTAFF A AND KEELE,17164,Keele St at Eglinton Ave West,43.689975,-79.474862,fuzzy_86
BROC AND LAWRENCE STATION E,17166,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
BROWNS LINE AND VALERMO,17168,Brown's Line at Valermo Dr,43.605912,-79.546909,fuzzy_95
BLOOR ST W AND JANE STATION,17169,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
FO AND LAKESHORE W,17170,Lake Shore Blvd West at Long Branch Ave,43.594303,-79.53413,fuzzy_86
JUNCTION R AND KEELE,17171,Keele St at Junction Rd,43.667947,-79.46573,fuzzy_88
ARROW AND LIDO S,17172,,,,unmatched
MORNINGSIDE AND OLD FINCH,17178,Old Finch Ave at Morningside Ave,43.819212,-79.214629,intersection_exact
OAKWOOD AND OSSINGTON STATION,17179,Ossington Ave at Leeds St South Side,43.663872,-79.426518,fuzzy_86
AIRPORT AND CHURCHILL,17180,Airport Rd at Highway 427 Overpass West Side,43.686436,-79.602317,fuzzy_86
BLOOR AND DUNDAS STATION ST W,17181,Kingston Rd at Fenwood Heights West Side,43.727383,-79.230088,fuzzy_86
DOLOMITE AND DUFFERIN STATION,17182,Dufferin St at Dolomite Dr,43.781047,-79.46999,intersection_exact
EGLINTON ADN LEBOVIC,17183,Eglinton Ave West at Keele St/Trethewey Dr,43.689983,-79.475291,fuzzy_86
JANE AND SHOREHAM NORTH,17184,Jane St at Shoreham Dr,43.76892,-79.520536,intersection_exact
CLANDFIELD AND MARKHAM,17185,Main St Markham North at Springdale Ave,43.885657,-79.26252,fuzzy_86
KINGSTON AND UNDER HWY,17186,Sheppard Ave East at Kingston Rd North Side,43.799459,-79.146775,fuzzy_86
ANNETTE AND WESTON,17194,Weston Rd at Gunns Rd South Side,43.675541,-79.470205,fuzzy_86
CROW AND LORADEEN,17195,,,,unmatched
BATHURST AND CHAMPLAIN,17199,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
LAWRENCE AND LITTLES A,17200,Lawrence Ave West at Ralph St - Weston GO Station,43.701092,-79.511712,fuzzy_86
IAN MA AND THE POND,17201,The Pond Rd at Ian MacDonald Blvd,43.770797,-79.498522,fuzzy_86
HUMBERWOOD LOOP 1440 H,17204,Humberwood Blvd at Arborwood Dr East Side,43.72349,-79.618315,fuzzy_86
KENNEDY STATION 1634 H,17205,Kennedy Station at Bus Bay 3,43.732432,-79.263523,fuzzy_84
ISLINGTON STATION BETWEEN NORS,17207,Islington Ave at The Queensway North Side,43.624047,-79.514742,fuzzy_86
HWY 2A AND KINGSTON,17209,Kingston Rd at Galloway Rd West Side,43.761802,-79.195118,fuzzy_86
BATHURST STATION BETWEEN STEELES,17210,6030 Bathurst St,43.787654,-79.446634,fuzzy_86
DON VAL AND WYNFORD,17211,Overlea Blvd at Don Mills Rd West Side,43.709806,-79.335373,fuzzy_86
OMAGH AND WESTON,17213,St Phillips Rd at Weston Rd,43.70584,-79.532167,fuzzy_86
ALEXIS AND BATHURST,17215,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
ODETTE AND WELLNESS,17219,Wellness Way at Armistice Dr - Wellspring Centre,43.723603,-79.378616,fuzzy_86
LIITLE AND SEWELLS,17222,Littles Rd at Sewells Rd North Side,43.819188,-79.205285,fuzzy_86
PAPE STATION STATON,17223,Pape Ave at O'Connor Dr North Side,43.693657,-79.350372,fuzzy_86
FINCH STATION KIPLING STATION TO,17224,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
ROGE HILL GO STATION,17227,Rouge Hill GO Station Loop,43.780725,-79.130232,fuzzy_96
INDUSTY,17228,Industry St at Ray Ave,43.692549,-79.491473,fuzzy_WRatio_medium
HWY 404 AND STEELES,17229,Steeles Ave East at Tarbert Rd,43.804084,-79.392106,fuzzy_86
DUFFERIN STATION FI AND FINCH,17232,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
DEEP DENE AND KINGSTON,17233,Kingston Rd at Galloway Rd West Side,43.761802,-79.195118,fuzzy_86
HWY 401 AND MARKHAM,17234,Main St Markham North at Springdale Ave,43.885657,-79.26252,fuzzy_86
GARRETT BLV AND WILSON,17235,Wilson Ave at Highview Ave East Side,43.723322,-79.496337,fuzzy_86
DUNDAS AND RONCEVALLES,17238,,,,unmatched
DANZIG AND KITCHENER,17240,Morningside Ave at Danzig St,43.764989,-79.185058,fuzzy_86
KEELE STATION AMD DIANA,17241,Keele St at Glenlake Ave,43.658146,-79.461353,fuzzy_86
FINCH STATION ANDE BRIDLETOWNE,17243,Finch Ave East at Maxome Ave East Side,43.783345,-79.398811,fuzzy_86
BOROUGH AND PROGRESS,17244,Progress Ave at Kennedy Rd East Side,43.769509,-79.281508,fuzzy_86
ISLINGTON STATION ANDD BLOOR,17246,Islington Ave at The Queensway North Side,43.624047,-79.514742,fuzzy_86
SHEPPARD W PIONE,17249,Sheppard West Station at Bus Bay 8,43.749209,-79.462434,fuzzy_88
DUNEFIELD AND EGLINTON,17251,Eglinton Ave West at Keele St/Trethewey Dr,43.689983,-79.475291,fuzzy_86
BISHOP AND NORT AND YONGE,17252,Yonge St at Shaftesbury Ave North Side - Summerhill Station,43.68239,-79.391664,fuzzy_86
ISLINGTON STATION BETWEEN EVAN,17253,Islington Ave at The Queensway North Side,43.624047,-79.514742,fuzzy_86
MORNINGSTAR GORWAY,17256,Morning Star Dr at Goreway Dr,43.720611,-79.642243,global_fuzzy_78
BAY STATION FRONT AND Q,17257,,,,unmatched
COMMSTOCK AND PHARMACY,17259,Lawrence Ave East at Pharmacy Ave,43.743114,-79.304898,fuzzy_86
DUNDAS AND ROYAL AVON,17260,Dundas St West at Indian Road Cres,43.665156,-79.461274,fuzzy_86
ST JOHN HENRY PUBLIC,17262,Kingston Rd at St Clair Ave East,43.722191,-79.236115,fuzzy_86
WYNFORD AND WYNFORD H,17263,,,,unmatched
NEIL MCNEIL HIGHSCHOOL,17265,,,,unmatched
PAPE AND SELKRIK,17266,Pape Ave at O'Connor Dr North Side,43.693657,-79.350372,fuzzy_86
SCARBOROUGH HEALTH NET,17268,Ellesmere Rd at Scarborough Golf Club Rd,43.778371,-79.222373,fuzzy_86
DON M AND FREASHMEADOW,17271,Don Mills Rd at Esterbrooke Ave,43.779239,-79.348996,fuzzy_86
CON AND MILITERY TRAIL,17272,Ellesmere Rd at Military Trail (West),43.779894,-79.217004,fuzzy_86
LYTTON AND PAPE STATION,17273,Pape Ave at Donlands Ave,43.696916,-79.349173,fuzzy_86
FINCH STATION W STAITON,17275,Finch Ave West at Grantbrook St West Side,43.776224,-79.432093,fuzzy_86
WARDEN STATION 102 P,17277,Warden Station at Temporary Bus Bay 7,43.710687,-79.280392,fuzzy_86
HOWELL AND SHEPPARD,17279,Meadowvale Loop at Sheppard Ave East,43.809148,-79.170722,fuzzy_86
VILLAGE GATE SQ,17282,Kennedy Rd at Village Green Sq,43.777387,-79.28586,fuzzy_86
PIONEER VILALGE STATIO,17286,Pioneer Village Station Bus Bay 11,43.776839,-79.508835,fuzzy_85
DIXON AND RIVER HEIGHT,17287,Dixon Rd at McManus Rd West Side,43.699229,-79.537414,fuzzy_86
DUFFERIN AND ROSA,17290,Dufferin St at St Clair Ave West,43.677768,-79.442907,fuzzy_86
KENNEDY STATION E AND STEELES,17291,Steeles Ave East at Tarbert Rd,43.804084,-79.392106,fuzzy_86
MCCOWAN AND STONE BRID,17292,McCowan Rd at Steeles Ave East North Side,43.83177,-79.2752,fuzzy_86
ROYAL YORK AND W RI,17293,Keelesdale Rd at Eglinton Ave West,43.687574,-79.484512,fuzzy_86
OVERLEA AND THRON,17294,Overlea Blvd at Millwood Rd East Side,43.702452,-79.35223,fuzzy_86
EGLINTON AND KING STATION,17295,Eglinton Ave West at Martin Grove Rd East Side,43.674419,-79.562591,fuzzy_86
BAYVIEW STATION AND YORK MILLD,17299,York Mills Rd at Hedgewood Rd East Side,43.744875,-79.398732,fuzzy_86
BIRCHMOUNT AND ELLENDA,17300,,,,unmatched
